# NR     X       Y     V    eV    I    eI    Ha   eHa   LgT eLgT   LgL eLgL  LgHa   EW   Mass Age LgMdot
 550 2898.12 2420.02 20.54 0.04 20.00 0.02 19.18 0.19  3.83 0.03  1.14 0.07 -1.62  -18.7 1.8  4.8 -7.12
 551 2899.17 1033.99 19.82 0.04 19.79 0.04 18.81 0.16  3.96 0.05  1.44 0.08 -1.43  -23.9 2.0  4.8 -7.10
 552 2899.62 2229.53 21.89 0.03 21.41 0.02 19.14 0.19  3.84 0.03  0.59 0.07 -1.40 -118.8 1.3 27.0 -7.07
 553 2900.95 1917.89 20.49 0.02 19.29 0.02 18.90 0.08  3.67 0.02  1.33 0.06 -1.61  -11.4 1.4  0.1 -6.59
 554 2905.90 3091.05 22.27 0.02 21.68 0.02 20.82 0.18  3.81 0.03  0.45 0.07 -2.26  -20.7 1.2 29.5 -7.91
 555 2908.62 4126.62 19.96 0.05 20.18 0.04 17.49 0.21  4.25 0.20  1.98 0.20 -0.73 -153.1 2.9 11.6 -6.85
 556 2909.15 3005.06 22.49 0.05 21.68 0.02 19.85 0.18  3.75 0.03  0.39 0.07 -1.71  -80.9 1.3  9.3 -7.27
 557 2913.06 4261.06 19.85 0.04 19.85 0.02 17.85 0.20  3.98 0.06  1.44 0.08 -0.90  -87.2 2.1 16.8 -6.61
 558 2915.53 1978.16 21.02 0.04 20.14 0.01 19.13 0.20  3.73 0.03  1.00 0.07 -1.53  -29.7 2.2  0.9 -6.98
 559 2917.55 2894.89 21.92 0.04 21.00 0.02 20.24 0.17  3.72 0.03  0.65 0.07 -2.03  -20.5 1.7  1.5 -7.54
 560 2917.68  206.96 21.65 0.05 21.29 0.03 18.88 0.20  3.87 0.03  0.68 0.07 -1.29 -139.5 1.4 26.4 -6.99
 561 2918.99 1623.64 20.78 0.02 19.91 0.02 19.36 0.17  3.74 0.03  1.09 0.07 -1.76  -13.3 2.3  0.7 -7.20
 562 2925.24 2899.52 20.89 0.03 20.06 0.02 19.56 0.13  3.75 0.03  1.04 0.07 -1.88  -11.4 2.2  1.5 -7.35
 563 2925.58 2293.90 18.67 0.02 18.88 0.02 17.47 0.17  4.23 0.16  2.46 0.18 -0.84  -35.8 3.9  7.4 -6.82
 564 2927.40 3085.11 21.95 0.07 21.15 0.03 19.99 0.18  3.75 0.03  0.61 0.07 -1.85  -35.1 1.5  5.8 -7.39
 565 2927.75 2076.71 22.86 0.07 22.02 0.05 19.55 0.16  3.74 0.03  0.25 0.07 -1.55 -160.9 1.2 11.7 -7.13
 566 2928.30 3354.77 20.49 0.02 19.82 0.02 18.98 0.13  3.79 0.03  1.17 0.07 -1.53  -20.5 2.0  3.1 -6.98
 567 2929.00 3104.15 24.12 0.03 23.36 0.05 21.89 0.19  3.76 0.03 -0.27 0.07 -2.56  -52.1 0.9 44.4 -8.31
 568 2929.39 1834.87 20.73 0.04 20.22 0.02 18.44 0.17  3.83 0.03  1.06 0.07 -1.16  -69.5 1.7  5.8 -6.68
 569 2930.91 2434.41 21.62 0.05 21.09 0.06 17.86 0.20  3.83 0.03  0.70 0.07 -0.86 -314.9 1.4 13.1 -6.45
 570 2932.96 2726.47 18.80 0.01 18.90 0.02 18.10 0.12  4.06 0.13  2.02 0.14 -1.25  -13.7 2.9 10.4 -6.98
 571 2934.82 3270.21 22.37 0.04 21.45 0.02 20.60 0.20  3.72 0.03  0.47 0.07 -2.15  -23.7 1.5  4.1 -7.69
 572 2937.27 1076.70 22.72 0.03 22.19 0.02 20.03 0.20  3.83 0.03  0.26 0.07 -1.77 -106.6 1.1 37.0 -7.50
 573 2937.50 2226.88 21.64 0.04 21.25 0.02 18.90 0.20  3.86 0.03  0.68 0.07 -1.30 -129.0 1.4 26.6 -6.98
 574 2939.64 3964.96 21.86 0.04 19.44 0.05 17.93 0.09  3.54 0.01  1.23 0.06 -0.94  -85.6 0.7  0.0 -5.43
 575 2944.90 1162.74 24.25 0.05 23.27 0.03 21.22 0.18  3.71 0.03 -0.26 0.07 -2.24 -110.4 0.9 23.7 -7.88
 576 2946.07 1829.93 22.08 0.04 21.28 0.02 19.73 0.19  3.76 0.03  0.55 0.07 -1.69  -58.4 1.5  6.0 -7.24
 577 2949.46 2975.43 22.80 0.07 21.91 0.03 20.54 0.18  3.73 0.03  0.29 0.07 -2.03  -48.6 1.3  7.9 -7.60
 578 2960.64 2719.44 21.09 0.06 19.91 0.04 19.38 0.10  3.67 0.02  1.08 0.06 -1.74  -15.5 1.2  0.2 -6.76
 579 2967.26 1565.26 18.82 0.02 18.83 0.02 17.94 0.09  3.99 0.06  1.87 0.09 -1.12  -19.7 2.7  2.5 -6.73
 580 2967.42 1312.72 19.91 0.02 19.99 0.02 19.27 0.10  4.04 0.12  1.54 0.13 -1.75  -12.0 2.2 14.4 -7.56
 581 2969.07 2082.58 17.72 0.01 17.82 0.02 17.00 0.04  4.07 0.13  2.47 0.15 -0.80  -14.3 3.7  7.4 -6.42
 582 2969.15  413.53 19.73 0.02 19.69 0.02 18.84 0.16  3.96 0.05  1.48 0.08 -1.48  -19.1 2.1  4.4 -7.15
 583 2974.50 3565.04 18.19 0.03 18.55 0.02 16.51 0.19  4.50 0.24  3.24 0.24 -0.39  -70.4 4.8  4.8 -6.60
 584 2978.50 2538.96 20.20 0.02 19.90 0.02 18.14 0.19  3.89 0.03  1.25 0.07 -1.04  -69.5 1.8  5.7 -6.60
 585 2981.59  966.19 21.67 0.05 21.29 0.03 18.79 0.19  3.87 0.03  0.67 0.07 -1.25 -151.0 1.4 25.2 -6.94
 586 2982.48 1662.09 21.65 0.05 20.86 0.03 18.98 0.19  3.76 0.03  0.72 0.07 -1.36  -84.6 1.6  5.1 -6.88
 587 2986.02 1956.06 22.23 0.03 21.70 0.02 20.40 0.11  3.83 0.03  0.46 0.07 -2.00  -38.7 1.2 31.5 -7.68
 588 2986.59 2450.06 22.69 0.05 21.36 0.05 19.10 0.19  3.65 0.02  0.51 0.06 -1.38 -149.9 0.8  0.6 -6.45
 589 2991.45 1427.47 18.13 0.02 18.37 0.01 17.15 0.13  4.30 0.17  2.84 0.18 -0.75  -26.5 4.7  5.5 -6.76
 590 2992.43 1070.32 20.18 0.02 20.12 0.02 18.64 0.16  3.95 0.04  1.28 0.07 -1.27  -47.7 1.9 17.3 -6.97
 591 2994.90 2614.69 19.45 0.01 19.53 0.01 18.18 0.16  4.04 0.12  1.73 0.13 -1.12  -35.4 2.5 12.8 -6.89
 592 2997.21 1511.67 20.33 0.03 19.80 0.02 18.53 0.16  3.83 0.03  1.22 0.07 -1.26  -37.1 1.9  3.9 -6.75
 593 2997.34 1961.55 19.04 0.03 18.63 0.02 17.54 0.17  3.86 0.03  1.72 0.07 -0.90  -28.4 2.7  1.7 -6.34
 594 2998.94 1685.95 23.04 0.05 21.92 0.03 19.90 0.16  3.68 0.02  0.28 0.06 -1.71 -111.0 1.2  2.3 -7.18
 595 3000.68 2325.80 21.53 0.05 20.99 0.05 18.59 0.20  3.83 0.03  0.74 0.07 -1.17 -138.7 1.4 12.0 -6.75
 596 3000.70  812.07 18.22 0.01 18.43 0.01 17.48 0.12  4.23 0.16  2.64 0.17 -0.95  -17.5 4.4  6.2 -6.89
 597 3002.18 2463.82 20.83 0.05 20.21 0.03 19.14 0.20  3.80 0.03  1.03 0.07 -1.54  -28.9 1.8  4.7 -7.03
 598 3003.94 2394.94 19.56 0.02 19.68 0.02 18.67 0.19  4.10 0.15  1.81 0.16 -1.40  -21.0 2.6 12.2 -7.26
 599 3004.84 1418.83 20.47 0.04 19.99 0.02 17.78 0.20  3.84 0.03  1.16 0.07 -0.86 -111.0 1.8  5.1 -6.37
 600 3007.22 1571.64 18.16 0.02 18.35 0.02 16.68 0.20  4.20 0.17  2.59 0.18 -0.48  -50.0 4.3  6.5 -6.37
 601 3011.01 3998.98 18.92 0.03 18.99 0.02 18.06 0.20  4.04 0.11  1.92 0.13 -1.17  -18.8 2.8 11.1 -6.88
 602 3011.67  307.41 20.27 0.03 19.22 0.02 18.52 0.19  3.69 0.02  1.36 0.06 -1.35  -19.9 1.9  0.2 -6.48
 603 3022.09 2166.48 20.78 0.04 20.42 0.03 19.24 0.21  3.87 0.03  1.02 0.07 -1.56  -32.1 1.6  8.1 -7.14
 604 3024.73 1134.20 22.78 0.03 21.98 0.03 21.10 0.21  3.75 0.03  0.28 0.07 -2.35  -23.1 1.1 13.1 -7.93
 605 3032.29 3144.24 20.87 0.02 20.00 0.02 19.45 0.14  3.74 0.03  1.05 0.07 -1.80  -13.4 2.2  0.7 -7.24
 606 3034.03 1925.31 19.08 0.03 19.15 0.05 18.23 0.18  4.03 0.12  1.85 0.13 -1.24  -18.4 2.6 11.5 -6.96
 607 3037.48 1170.85 19.32 0.03 19.37 0.02 18.52 0.14  4.02 0.10  1.73 0.12 -1.38  -16.8 2.5 13.1 -7.09
 608 3039.52 2809.91 18.81 0.06 19.05 0.04 18.20 0.13  4.30 0.21  2.57 0.21 -1.29  -13.9 4.2  6.8 -7.38
 609 3042.14 4408.17 18.25 0.04 17.77 0.03 16.52 0.12  3.84 0.03  2.05 0.07 -0.46  -35.6 3.7  0.7 -5.83
 610 3043.43 2819.12 20.20 0.05 19.63 0.03 19.07 0.13  3.82 0.03  1.28 0.07 -1.68  -11.3 2.0  3.5 -7.14
 611 3046.87 3307.11 22.36 0.06 21.66 0.03 20.60 0.20  3.78 0.03  0.43 0.07 -2.12  -29.4 1.2 13.0 -7.70
 612 3047.85 1347.47 20.69 0.03 20.08 0.02 18.80 0.17  3.81 0.03  1.08 0.07 -1.36  -39.1 1.8  4.6 -6.85
 613 3049.11 2429.24 20.19 0.02 19.47 0.02 18.86 0.07  3.77 0.03  1.29 0.07 -1.55  -13.8 2.4  1.8 -6.99
 614 3049.68 2946.95 21.34 0.04 20.48 0.03 19.39 0.17  3.74 0.03  0.86 0.07 -1.62  -33.2 2.0  1.5 -7.11
 615 3056.58 1785.35 20.12 0.02 20.05 0.02 18.87 0.18  3.95 0.04  1.30 0.07 -1.42  -31.6 1.9 17.3 -7.09
 616 3059.79 2990.74 20.13 0.03 19.99 0.03 18.46 0.18  3.93 0.03  1.28 0.07 -1.20  -47.7 1.8  6.2 -6.83
 617 3062.34 3194.85 22.35 0.02 21.70 0.03 20.60 0.16  3.79 0.03  0.42 0.07 -2.11  -30.5 1.2 24.8 -7.72
 618 3063.12 2535.90 18.21 0.01 18.39 0.03 17.43 0.07  4.18 0.16  2.52 0.18 -0.94  -17.4 4.1  6.6 -6.81
 619 3063.28 2050.88 21.83 0.06 20.67 0.05 19.69 0.17  3.67 0.02  0.78 0.06 -1.74  -31.9 1.1  0.5 -6.91
 620 3066.03 2298.69 19.61 0.02 19.36 0.02 18.78 0.12  3.90 0.03  1.49 0.07 -1.56  -11.6 2.1  3.7 -7.10
 621 3069.62 3126.76 21.68 0.09 20.86 0.02 19.80 0.19  3.75 0.03  0.72 0.07 -1.79  -31.0 1.7  4.0 -7.32
 622 3079.58 3631.53 17.47 0.01 17.95 0.01 16.65 0.19  4.54 3.73  3.62 3.73 -0.56  -25.0 2.4  0.5 -6.37
 623 3085.63 2904.89 19.56 0.02 19.61 0.03 18.72 0.16  4.01 0.09  1.63 0.11 -1.45  -17.9 2.3 13.8 -7.18
 624 3088.00 3191.28 22.57 0.03 21.52 0.03 20.80 0.17  3.70 0.02  0.44 0.06 -2.26  -20.5 1.4  1.9 -7.73
 625 3088.50  942.14 18.55 0.01 18.70 0.02 17.29 0.15  4.14 0.16  2.30 0.17 -0.76  -36.8 3.5  8.1 -6.59
 626 3088.89 2626.96 20.77 0.03 20.16 0.02 19.31 0.20  3.81 0.03  1.05 0.07 -1.66  -20.5 1.8  4.9 -7.14
 627 3089.82 1409.58 19.20 0.02 19.27 0.02 18.51 0.14  4.03 0.11  1.81 0.12 -1.43  -13.1 2.6 12.3 -7.15
 628 3090.08 3508.64 20.81 0.07 20.17 0.03 18.11 0.19  3.80 0.04  1.04 0.07 -1.00  -98.9 1.8  4.6 -6.48
 629 3097.72 2393.35 21.31 0.03 20.31 0.02 19.19 0.19  3.71 0.02  0.92 0.06 -1.52  -37.3 1.9  0.8 -6.91
 630 3097.88 2192.49 19.79 0.07 19.57 0.04 18.72 0.14  3.91 0.03  1.42 0.07 -1.43  -19.2 2.1  4.0 -7.00
 631 3099.84 1642.14 20.96 0.06 20.58 0.02 17.98 0.20  3.87 0.03  0.95 0.07 -0.92 -167.9 1.5  8.6 -6.52
 632 3102.56 3253.88 23.17 0.06 22.16 0.03 20.42 0.17  3.70 0.03  0.18 0.07 -1.94  -79.5 1.2  5.6 -7.50
 633 3104.37 3005.95 19.90 0.02 19.93 0.02 18.46 0.19  4.00 0.07  1.46 0.09 -1.20  -45.1 2.1 16.2 -6.95
 634 3105.03 2796.75 18.86 0.02 19.06 0.02 18.22 0.13  4.22 0.17  2.37 0.18 -1.29  -14.0 3.7  8.1 -7.27
 635 3107.46 2584.45 19.39 0.02 19.50 0.02 18.00 0.17  4.08 0.14  1.82 0.15 -1.03  -42.0 2.6 11.8 -6.85
 636 3108.91  911.81 18.76 0.03 19.02 0.02 17.50 0.23  4.31 0.18  2.62 0.19 -0.84  -39.6 4.4  6.7 -6.95
 637 3112.11 2695.67 21.27 0.04 20.70 0.04 19.05 0.20  3.82 0.03  0.85 0.07 -1.41  -60.5 1.5  8.0 -6.95
 638 3113.01 2593.33 18.40 0.01 18.49 0.02 17.57 0.12  4.06 0.13  2.18 0.14 -0.99  -17.8 3.2  8.9 -6.68
 639 3115.03 2380.79 21.63 0.02 20.91 0.03 19.69 0.17  3.77 0.03  0.72 0.07 -1.72  -37.0 1.5  6.6 -7.24
 640 3116.63 3000.52 19.75 0.03 19.80 0.04 19.06 0.13  4.01 0.09  1.54 0.11 -1.64  -13.6 2.2 14.8 -7.38
 641 3116.69  753.20 20.04 0.05 19.53 0.03 17.17 0.19  3.83 0.03  1.33 0.07 -0.61 -130.8 2.1  3.4 -6.08
 642 3119.54 3974.55 19.51 0.04 19.01 0.03 18.17 0.18  3.84 0.03  1.54 0.07 -1.21  -19.1 2.4  2.3 -6.65
 643 3125.84 1424.63 19.36 0.04 19.41 0.06 18.22 0.14  4.01 0.11  1.70 0.12 -1.17  -29.5 2.4 13.2 -6.88
 644 3126.08 3598.56 18.79 0.03 19.13 0.03 16.11 0.18  4.47 0.19  2.94 0.20 -0.17 -200.3 4.5  5.9 -6.44
 645 3126.43 3539.46 19.85 0.05 19.80 0.02 17.66 0.19  3.96 0.05  1.42 0.08 -0.82 -103.4 2.0  4.8 -6.49
 646 3131.91 1458.43 21.23 0.03 20.53 0.02 20.01 0.14  3.78 0.03  0.88 0.07 -2.06  -11.2 1.7  5.2 -7.56
 647 3132.41 4403.65 19.86 0.03 19.50 0.02 18.32 0.17  3.87 0.03  1.39 0.07 -1.19  -32.6 2.1  3.8 -6.70
 648 3134.73 3254.56 24.39 0.03 23.48 0.03 22.28 0.19  3.72 0.03 -0.34 0.07 -2.75  -39.4 0.8 44.2 -8.45
 649 3139.16 1419.65 24.21 0.09 22.63 0.03 20.44 0.18  3.61 0.02  0.01 0.06 -1.91 -147.9 0.6  1.3 -7.09
 650 3139.47 2619.13 21.28 0.06 20.36 0.03 19.16 0.20  3.72 0.03  0.91 0.07 -1.50  -39.7 1.9  0.9 -6.94
 651 3139.48 1960.94 19.96 0.04 20.03 0.05 18.92 0.21  4.03 0.12  1.49 0.13 -1.47  -25.5 2.1 15.1 -7.25
 652 3141.46  904.03 18.71 0.02 19.02 0.02 17.59 0.17  4.40 0.19  2.84 0.20 -0.89  -33.7 4.7  6.2 -7.10
 653 3141.50 4428.56 21.46 0.06 21.07 0.04 18.61 0.18  3.86 0.03  0.75 0.07 -1.18 -145.9 1.4 24.4 -6.84
 654 3142.91 3930.31 18.35 0.02 18.14 0.02 17.17 0.19  3.91 0.03  1.99 0.07 -0.78  -23.5 3.1  1.3 -6.25
 655 3145.21 2637.66 18.84 0.02 18.25 0.02 17.42 0.06  3.81 0.03  1.82 0.07 -0.91  -19.5 3.2  1.0 -6.29
 656 3145.57 3225.78 21.50 0.03 20.84 0.07 20.13 0.18  3.79 0.04  0.76 0.07 -2.03  -16.4 1.5  7.3 -7.55
 657 3146.87  731.67 19.22 0.03 18.59 0.01 17.20 0.15  3.80 0.03  1.67 0.07 -0.70  -45.4 2.9  1.3 -6.09
 658 3147.22 1622.14 18.81 0.02 19.08 0.02 17.94 0.14  4.33 0.17  2.64 0.18 -1.10  -22.4 4.4  6.5 -7.24
 659 3147.52 3208.21 22.56 0.04 21.59 0.02 19.57 0.20  3.71 0.03  0.41 0.07 -1.58 -106.6 1.4  2.8 -7.10
 660 3148.47 3159.61 23.82 0.05 23.03 0.03 20.42 0.19  3.76 0.03 -0.14 0.07 -1.89 -183.7 0.9 39.4 -7.59
 661 3148.73 3212.33 24.46 0.07 23.49 0.04 20.46 0.20  3.71 0.03 -0.35 0.07 -1.90 -296.7 0.8 41.7 -7.57
 662 3149.06  820.99 19.45 0.03 19.61 0.02 18.04 0.20  4.16 0.16  1.99 0.18 -1.04  -44.9 2.9 11.0 -6.98
 663 3153.19 3238.52 23.48 0.05 22.78 0.02 20.72 0.21  3.78 0.03 -0.02 0.07 -2.04 -101.3 1.0 37.2 -7.76
 664 3154.62 2767.33 18.65 0.01 18.55 0.02 17.90 0.09  3.94 0.03  1.88 0.07 -1.20  -11.9 2.8  1.8 -6.74
 665 3157.62 1625.24 19.46 0.02 19.38 0.02 18.73 0.14  3.94 0.04  1.56 0.07 -1.53  -12.1 2.2  3.9 -7.13
 666 3158.21 2300.54 18.63 0.02 17.53 0.02 17.13 0.12  3.69 0.02  2.03 0.06 -0.90  -11.3 3.5  0.0 -5.95
 667 3159.91 4074.91 18.85 0.03 18.61 0.02 16.96 0.16  3.90 0.03  1.79 0.07 -0.58  -60.3 2.6  2.0 -6.06
 668 3159.93 2661.90 18.65 0.02 18.94 0.02 18.16 0.14  4.35 0.18  2.76 0.19 -1.33  -10.8 4.6  6.3 -7.47
 669 3160.38 4321.10 20.02 0.04 19.79 0.04 17.36 0.18  3.90 0.03  1.32 0.07 -0.68 -141.2 1.9  4.9 -6.26
 670 3162.23 2959.97 20.81 0.03 20.66 0.02 18.30 0.21  3.92 0.03  1.01 0.07 -1.06 -123.1 1.7 21.7 -6.78
 671 3163.42 2357.39 18.98 0.02 19.05 0.01 18.37 0.15  4.04 0.11  1.91 0.13 -1.41  -11.0 2.8 11.1 -7.13
 672 3164.80 3457.12 20.32 0.04 19.48 0.03 17.87 0.12  3.74 0.03  1.27 0.07 -0.93  -63.7 2.6  0.6 -6.35
 673 3166.41 2273.05 19.67 0.02 19.48 0.02 17.74 0.19  3.92 0.03  1.46 0.07 -0.88  -64.1 2.1  4.0 -6.46
 674 3166.75 2879.20 20.25 0.06 19.39 0.06 18.36 0.14  3.74 0.03  1.30 0.07 -1.22  -30.2 2.5  0.4 -6.59
 675 3170.06 2830.58 21.67 0.03 20.30 0.03 18.85 0.13  3.64 0.02  0.94 0.06 -1.33  -63.1 0.8  0.0 -6.22
 676 3170.84 3745.16 18.04 0.03 18.12 0.02 16.00 0.19  4.05 0.13  2.31 0.14 -0.16  -90.0 3.3  8.7 -5.78
 677 3173.01 1677.81 19.05 0.03 18.50 0.02 17.06 0.12  3.82 0.03  1.73 0.07 -0.64  -46.6 2.9  1.4 -6.04
 678 3173.45  164.75 18.59 0.02 18.72 0.03 17.78 0.16  4.11 0.15  2.21 0.17 -1.07  -18.2 3.3  8.9 -6.85
 679 3176.42 1725.56 21.82 0.04 21.41 0.03 20.47 0.19  3.86 0.03  0.61 0.07 -2.11  -22.4 1.3 28.5 -7.80
 680 3176.47 3218.05 23.68 0.03 22.81 0.02 21.52 0.20  3.73 0.03 -0.07 0.07 -2.44  -43.3 0.9 21.6 -8.06
 681 3176.78 4272.65 19.18 0.02 18.94 0.01 17.92 0.16  3.90 0.03  1.66 0.07 -1.06  -26.1 2.4  2.6 -6.57
 682 3179.33 4090.01 18.53 0.03 18.05 0.02 17.13 0.16  3.84 0.03  1.94 0.07 -0.78  -21.8 3.3  1.0 -6.16
 683 3179.51 2608.04 18.94 0.04 18.69 0.09 18.07 0.16  3.90 0.03  1.76 0.07 -1.25  -12.8 2.6  2.2 -6.74
 684 3179.58 3669.15 19.82 0.05 19.88 0.04 16.80 0.20  4.02 0.11  1.53 0.13 -0.44 -248.4 2.2 14.8 -6.21
 685 3180.44 1981.82 21.12 0.02 20.17 0.02 19.46 0.16  3.72 0.02  0.98 0.06 -1.73  -19.2 2.1  0.8 -7.15
 686 3180.47 2532.28 19.91 0.03 19.57 0.02 17.30 0.20  3.88 0.03  1.37 0.07 -0.66 -120.2 2.1  3.8 -6.20
 687 3180.99 1232.30 20.67 0.02 20.40 0.02 19.29 0.20  3.89 0.03  1.06 0.07 -1.59  -30.6 1.6  8.0 -7.21
 688 3183.43 3225.92 23.10 0.05 21.70 0.05 20.24 0.18  3.64 0.02  0.38 0.06 -1.89  -63.8 0.7  0.7 -6.97
 689 3190.01 2054.59 18.46 0.02 17.78 0.02 17.26 0.02  3.79 0.03  1.98 0.07 -0.96  -11.0 3.9  0.5 -6.29
 690 3190.07 3082.35 21.37 0.03 21.06 0.03 18.13 0.20  3.88 0.03  0.78 0.07 -0.97 -235.4 1.5 24.6 -6.67
 691 3191.42 2631.15 20.87 0.07 20.30 0.03 17.50 0.19  3.82 0.03  1.01 0.07 -0.72 -208.6 1.7  6.0 -6.23
 692 3192.53 2367.95 23.32 0.06 22.54 0.03 19.69 0.20  3.76 0.03  0.05 0.07 -1.60 -232.5 1.0 31.8 -7.24
 693 3200.79 2034.82 22.61 0.02 21.69 0.03 20.68 0.19  3.72 0.03  0.37 0.07 -2.14  -30.6 1.4  4.7 -7.71
 694 3200.99 1029.24 19.76 0.03 19.15 0.02 16.99 0.21  3.81 0.03  1.46 0.07 -0.55 -109.7 2.4  2.1 -5.97
 695 3202.79  712.92 19.07 0.02 17.86 0.02 17.29 0.12  3.67 0.02  1.91 0.06 -0.88  -17.0 2.3  0.0 -5.79
 696 3203.50 3017.35 18.70 0.04 18.83 0.05 17.75 0.15  4.11 0.17  2.17 0.19 -1.01  -23.2 3.2  9.0 -6.81
 697 3206.83 3149.59 21.47 0.02 21.06 0.03 20.39 0.17  3.86 0.03  0.75 0.07 -2.17  -13.7 1.4 23.9 -7.82
 698 3212.66 2798.56 19.04 0.02 19.22 0.03 18.04 0.16  4.19 0.17  2.23 0.18 -1.11  -25.3 3.4  8.9 -7.07
 699 3213.44 1717.70 20.30 0.06 19.51 0.02 16.97 0.14  3.76 0.03  1.26 0.07 -0.52 -170.6 2.6  1.3 -5.97
 700 3216.39 1347.67 21.75 0.03 20.90 0.02 19.97 0.15  3.74 0.03  0.70 0.07 -1.89  -25.8 1.7  3.5 -7.41
 701 3216.88 3801.23 19.14 0.04 19.23 0.03 16.80 0.21  4.06 0.14  1.88 0.15 -0.46 -125.1 2.7 11.2 -6.23
 702 3217.42 1178.20 19.61 0.02 19.73 0.02 18.38 0.20  4.10 0.15  1.78 0.16 -1.20  -35.2 2.5 12.6 -7.06
 703 3219.83 1776.07 18.39 0.02 18.73 0.02 17.53 0.18  4.45 0.18  3.07 0.19 -0.93  -23.1 4.8  5.3 -7.12
 704 3220.58 1708.42 18.01 0.02 18.21 0.01 17.51 0.09  4.22 0.16  2.69 0.17 -1.08  -10.3 4.5  5.7 -6.97
 705 3221.24 2790.96 21.02 0.03 19.84 0.02 19.10 0.13  3.67 0.02  1.11 0.06 -1.56  -22.7 1.2  0.2 -6.56
 706 3222.83 2169.25 20.27 0.02 20.24 0.02 19.45 0.17  3.97 0.05  1.26 0.08 -1.75  -17.0 1.9 18.6 -7.48
 707 3224.14 2882.99 19.17 0.02 19.36 0.02 18.45 0.15  4.22 0.17  2.23 0.18 -1.36  -16.3 3.4  9.0 -7.36
 708 3224.19 2952.33 18.65 0.04 18.56 0.02 17.37 0.14  3.94 0.04  1.89 0.07 -0.82  -31.4 2.8  1.9 -6.36
 709 3224.41 3705.66 18.67 0.02 18.73 0.02 17.19 0.25  4.03 0.11  2.02 0.12 -0.70  -46.3 2.9 10.1 -6.36
 710 3225.39 1676.83 18.87 0.02 18.90 0.02 18.02 0.11  4.00 0.07  1.87 0.09 -1.16  -18.7 2.6  2.5 -6.79
 711 3228.08 2955.88 18.50 0.03 18.86 0.04 17.25 0.17  4.49 0.24  3.11 0.24 -0.73  -41.6 4.7  5.2 -6.99
 712 3230.39 2355.94 19.01 0.02 18.53 0.02 17.98 0.08  3.84 0.03  1.74 0.07 -1.26  -10.4 2.8  1.5 -6.68
 713 3230.48 2830.13 22.00 0.03 21.17 0.03 19.79 0.19  3.75 0.03  0.59 0.07 -1.73  -47.7 1.5  5.4 -7.27
 714 3232.28 2958.53 17.94 0.03 18.11 0.04 16.96 0.14  4.18 0.17  2.63 0.18 -0.69  -24.5 4.4  5.9 -6.53
 715 3235.21 3572.26 19.09 0.03 19.16 0.02 18.09 0.19  4.02 0.10  1.83 0.12 -1.14  -23.9 2.6 11.6 -6.85
 716 3239.42 2335.49 17.82 0.02 18.17 0.02 17.31 0.10  4.48 0.19  3.35 0.20 -0.96  -12.4 4.8  4.8 -7.07
 717 3240.02 3124.86 20.72 0.02 19.95 0.03 19.14 0.20  3.76 0.03  1.09 0.07 -1.59  -20.6 2.2  2.1 -7.06
 718 3240.26 1966.35 22.67 0.03 22.02 0.01 21.21 0.18  3.79 0.03  0.29 0.07 -2.42  -19.6 1.2 30.6 -8.08
 719 3240.99 3132.19 20.66 0.03 20.11 0.02 19.01 0.19  3.82 0.03  1.09 0.07 -1.48  -29.6 1.8  5.2 -6.98
 720 3242.05 2604.52 21.81 0.04 20.63 0.03 19.02 0.20  3.67 0.02  0.80 0.06 -1.39  -71.7 1.1  0.5 -6.52
 721 3243.02  723.02 22.68 0.02 21.85 0.02 20.40 0.18  3.75 0.03  0.32 0.07 -1.97  -52.1 1.2 10.0 -7.54
 722 3246.47 2837.32 20.34 0.04 20.00 0.02 18.15 0.19  3.88 0.03  1.20 0.07 -1.03  -76.4 1.8  5.7 -6.59
 723 3247.32 3096.26 18.27 0.01 17.87 0.02 17.33 0.05  3.86 0.03  2.03 0.07 -1.01  -10.3 3.4  0.9 -6.41
 724 3252.16 2125.95 21.11 0.02 20.18 0.02 19.69 0.07  3.72 0.02  0.98 0.06 -1.91  -12.3 2.1  0.9 -7.34
 725 3253.36 1255.35 21.75 0.03 20.76 0.02 19.99 0.14  3.71 0.02  0.74 0.06 -1.92  -21.9 1.7  1.2 -7.36
 726 3257.36 3309.65 19.80 0.05 19.39 0.02 17.22 0.17  3.86 0.03  1.42 0.07 -0.64 -107.6 2.1  3.2 -6.13
 727 3257.73 3145.40 19.39 0.02 19.00 0.02 18.14 0.15  3.86 0.03  1.58 0.07 -1.20  -19.7 2.4  2.4 -6.67
 728 3257.98 1775.19 22.88 0.07 21.89 0.04 19.84 0.19  3.71 0.03  0.29 0.07 -1.68 -111.7 1.3  3.2 -7.23
 729 3259.65 2708.52 18.23 0.03 18.45 0.02 17.62 0.14  4.25 0.17  2.69 0.18 -1.07  -12.9 4.5  5.9 -7.04
 730 3260.02 1344.98 21.43 0.04 20.84 0.06 19.98 0.14  3.81 0.04  0.79 0.07 -1.92  -20.7 1.4  8.2 -7.47
 731 3261.25 2942.19 19.21 0.06 18.78 0.05 17.90 0.17  3.85 0.03  1.66 0.07 -1.10  -20.3 2.5  2.1 -6.54
 732 3261.37 2240.61 22.54 0.04 20.59 0.02 19.94 0.21  3.56 0.01  0.88 0.06 -1.88  -24.9 0.6  0.0 -6.49
